tipo,texto
ham,"Ay no... creo que me equivoqué de archivo y borré el importante 😱 Espero que esté en la papelera de reciclaje"
spam,"OFERTA ESPECIAL: Consola PlayStation 5 + 10 juegos + mando extra por $299. Últimas unidades. Compra: gamers-ofertas.consolas/playstation"
ham,"Oye... perdón que te moleste, pero ¿me prestas $100 hasta el viernes? Es que se me acabó el dinero y tengo que pagar el estacionamiento"
spam,"¡PRÉSTAMO PERSONAL! Hasta $100,000 sin intereses los primeros 3 meses. Aprobación inmediata. Solicite: prestamo-personal.dinero/credito"
ham,"Jajaja qué cara te debió haber quedado cuando viste eso!! 😂 Oye, pero en serio, ¿cómo reaccionaste?"
spam,"ALERTA DE VIRUS: Su computadora tiene 15 archivos infectados. Descargue el antivirus urgente aquí: pc-antivirus.scan/proteccion"
ham,"Mmm... no estoy segura de si entendí bien las instrucciones. ¿Podrías explicarme otra vez lo del reporte mensual?"
spam,"INVERSIÓN EN BIENES RAÍCES: Retornos del 400% en 6 meses. Proyectos de lujo. Información: bienes-raices-inversion.propiedades/lujo"
ham,"Uy... casi se me pasa!! Es el cumpleaños de tu hermana mañana, ¿verdad? ¿Ya compramos algo o mejor le damos dinero?"
spam,"TRABAJO DESDE CASA: Gane $150 diarios completando encuestas. Ingreso semanal garantizado. Registro: encuestas-pago.dinero-extra/empleo"
ham,"Oye... ¿tú crees que debería decirle la verdad o mejor me quedo callada? Es que no quiero herir sus sentimientos"
spam,"¡URGENTE! Su servicio de gas natural será CORTADO en 12 horas. Pague ahora para evitar la suspensión: gas-pago-emergencia.servicio"
ham,"Ay... qué pereza tener que lavar la ropa hoy 😫 Pero ya no tengo nada limpio que ponerme"
spam,"GANE UN VIAJE A EUROPA! 10 días todo incluido para 2 personas. París, Roma, Londres. Participe: europa-viaje-sorteo.vacaciones/tour"
ham,"Jajaja no me digas que otra vez se te olvidó la contraseña del wifi!! 😅 Deberías anotarla en algún lugar"
spam,"OFERTA DE SEGURO: Seguro de auto desde $150 mensuales. Cobertura completa. Cotice sin compromiso: seguros-auto.barato/proteccion"
ham,"Mmm... creo que me pasé con la sal en la comida 😕 Espero que no esté demasiado salado para ti"
spam,"PRÉSTAMO UNIVERSITARIO: Hasta $200,000 para estudiantes. Sin intereses durante la carrera. Solicite: prestamo-estudiantes.universidad/educacion"
ham,"Oye... se me acaba de ocurrir una idea para el proyecto. ¿Crees que funcione o es muy loca?"
spam,"ALERTA MIGRATORIA: Su pasaporte necesita actualización URGENTE. Renueve aquí: pasaporte-renovacion.urgente/viajes"
ham,"Uff... qué día más largo!! 🥱 Creo que me voy a dormir temprano hoy, estoy agotada"
spam,"INVERSIÓN EN ENERGÍA SOLAR: Retornos del 500% en 1 año. Proyectos verdes. Informes: energia-solar-inversion.verde/ganancias"
ham,"Ay no... creo que dejé el cargador del celular en la oficina 😣 Mañana voy a tener que usar el de emergencia"
spam,"TRABAJO EN DUBAI: Salarios de $10,000 mensuales. Alojamiento y transporte incluidos. Contrato de 2 años. Aplicar: dubai-trabajo.empleo/sueldo"
ham,"Jajaja me encanta cuando haces esa cara!! 😂 Pareces niño cuando se le cae el helado"
spam,"OFERTA EXTREMA: Dron DJI Mavic 3 Pro por $199. Precio de liquidación. Solo 2 disponibles. Compre: drones-ofertas.tecno/dji"
ham,"Oye... perdón la pregunta random, pero ¿tú sabes cómo se quita una mancha de vino tinto? Es que se me cayó en la alfombra"
spam,"¡URGENTE! Su dominio web expira en 24 horas. Renovación automática falló. Renueve manualmente: dominio-renovar.web/hosting"
ham,"Mmm... no sé si comprar este vestido o esperar a que baje de precio. Está lindo, pero un poco caro"
spam,"GANE $1000 DIARIOS! Trading automático de criptomonedas. Retornos garantizados. Registro: crypto-trading.automatico/ganancias"
ham,"Uy... casi choco!! 😱 Ese carro se me atravesó de la nada. Qué susto me pegó"
spam,"ALERTA DE SEGURIDAD: Su email fue hackeado. Cambie su contraseña inmediatamente aquí: email-seguridad.actualizar/contrasena"
ham,"Oye... ¿te acuerdas de cómo se hace esa receta que hizo tu mamá la última vez? Es que quiero intentar hacerla"
spam,"Oye, perdón que te escriba así de repente... es que tengo esta oportunidad de negocio que está generando hasta $500 diarios y pensé en ti. ¿Te interesa que te cuente?"
ham,"Uy, se me acaba de acordar... ¿compraste el pan para la cena o tengo que pasar yo por él?"
spam,"¡FELICIDADES! 🎉 Su número fue seleccionado entre miles. Tiene un Samsung Galaxy S24 esperándole. Solo responda SÍ para reclamar su premio inmediatamente"
ham,"Mmm... no termino de decidirme con estas cortinas. ¿Tú crees que quedan mejor en beige o en gris claro? Es que la habitación queda muy oscura a veces"
spam,"ALERTA IMPORTANTE: Su servicio de Amazon Prime presenta problemas de facturación. Será cancelado en 24 horas si no actualiza su método de pago aquí: amazon-actualizar.info"
ham,"Jajaja no me digas que otra vez se te olvidó donde dejaste las llaves del carro 😅 ¿Revisaste en el bolsillo del abrigo?"
spam,"Hola, soy Andrea de atención al cliente. Su cuenta de Netflix necesita verificación urgente. Actualice sus datos aquí para evitar la suspensión: netflix-verificar-cuenta.net"
ham,"Oye... perdón que te moleste tan temprano, es que el niño tiene fiebre y no puedo llevarlo al colegio. ¿Podrías tú pasar por los otros?"
spam,"INVERSIÓN ÚNICA: Bitcoin alcanzará los $200,000 este mes. Invierta ahora y obtenga ganancias del 500%. Asesoría gratuita: crypto-oportunidad.inversion"
ham,"Uff... qué sueño tengo hoy 😴 Anoche me quedé hasta tarde terminando ese reporte. ¿Tú pudiste dormir bien?"
spam,"TRABAJO INMEDIATO: Gane $800 semanales desde casa. Solo necesita smartphone e internet. Horarios flexibles. Registro rápido: empleo-casa.dinero/ingresos"
ham,"Ay no... creo que me equivoqué de ingrediente para la torta 😕 Esto es harina de trigo o de maíz? Es que se me mezclaron los botes"
spam,"¡PRÉSTAMO EXPRESS! $25,000 en 15 minutos. Sin aval, sin buro crediticio. Aprobación 100% garantizada. Solicite: prestamo-rapido.dinero/credito"
ham,"Oye, se me ocurrió algo... ¿qué tal si en lugar de cine vamos al nuevo restaurante italiano? Es que tengo antojo de pasta hace días"
spam,"URGENTE: Su paquete de DHL no pudo ser entregado. Problema con la dirección de envío. Actualice sus datos aquí: dhl-actualizar-datos.paquete"
ham,"Jajaja me acordé de cuando intentamos armar ese mueble y nos sobraron like 20 tornillos!! 😂 Nunca supimos para dónde iban"
spam,"OFERTA RELÁMPAGO: iPhone 15 Pro Max por $299. Últimas 2 unidades disponibles. Precio de liquidación. Compre ahora: apple-ofertas.iphone/tienda"
ham,"Mmm... no sé si mandar este email ahora o mejor esperar a mañana en la mañana. Es que no quiero parecer desesperado, pero tampoco quiero que se enojen"
